isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,titles and subtitles,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780873515122,0873515129,The St. Paul Stories of F. Scott Fitzgerald,Francis Scott Fitzgerald;Patricia Hampl,Fiction,http://books.google.com/books/content?id=ZATywAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fitzgerald's sensitivity about wealth and position--later made evident in such classics as The Great Gatsby and Tender is the Night--was bred of his St. Paul family and associations.,2004.0,3.97,328.0,93.0,The St. Paul Stories of F. Scott Fitzgerald,9780873515122 Fitzgerald's sensitivity about wealth and position--later made evident in such classics as The Great Gatsby and Tender is the Night--was bred of his St. Paul family and associations.,Fiction,0.021202949807047844,0.07136168330907822,0.007626360282301903,0.03797852620482445,0.10245652496814728,0.021837309002876282,0.8730746507644653
9780873527361,0873527364,Approaches to Teaching Atwood's The Handmaid's Tale and Other Works,Sharon Rose Wilson;Thomas B. Friedman;Shannon Eileen Hengen,Literary Criticism,http://books.google.com/books/content?id=GOVzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Now at seventy-three volumes, this popular MLA series (ISSN 1059-1133) addresses a broad range of literary texts. Each volume surveys teaching aids and critical material and brings together essays that apply a variety of perspectives to teaching the text. Upper-level undergraduate and graduate students, student teachers, education specialists, and teachers in all humanities disciplines will find these volumes particularly helpful.",1996.0,3.75,215.0,8.0,Approaches to Teaching Atwood's The Handmaid's Tale and Other Works,"9780873527361 Now at seventy-three volumes, this popular MLA series (ISSN 1059-1133) addresses a broad range of literary texts. Each volume surveys teaching aids and critical material and brings together essays that apply a variety of perspectives to teaching the text. Upper-level undergraduate and graduate students, student teachers, education specialists, and teachers in all humanities disciplines will find these volumes particularly helpful.",Nonfiction,0.011093939654529095,0.01835639216005802,0.004413339775055647,0.15067115426063538,0.006856853608042002,0.06780088692903519,0.9562694430351257
9780874778717,0874778719,The Search for the Beloved,Jean Houston,"Body, Mind & Spirit",http://books.google.com/books/content?id=qg3jQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The pioneering creator of transformative workshops and books, Dr. Jean Houston here explores the nature of spiritual yearning and demonstrates to readers how to facilitate a personal quest for fulfillment by focusing on the aspects of Sacred Psychology. Houston provides a passport to the wondrous and tragic dimensions of the human psyche.",1997.0,4.0,272.0,18.0,The Search for the Beloved : Journeys in Mythology and Sacred Psychology,"9780874778717 The pioneering creator of transformative workshops and books, Dr. Jean Houston here explores the nature of spiritual yearning and demonstrates to readers how to facilitate a personal quest for fulfillment by focusing on the aspects of Sacred Psychology. Houston provides a passport to the wondrous and tragic dimensions of the human psyche.",Nonfiction,0.013505621813237667,0.020521143451333046,0.08965620398521423,0.4514445960521698,0.21615317463874817,0.16351960599422455,0.6651821732521057
9780875168166,0875168167,The Guide to Dan Brown's The Solomon Key,Greg Taylor,"Body, Mind & Spirit",http://books.google.com/books/content?id=5mtwPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The massive success of Dan Brown's The Da Vinci Code has readers eagerly awaiting his next novel, The Solomon Key. Using clues left by Brown in interviews, on his website, and on the cover of The Da Vinci Code, Greg Taylor takes you on an unprecedented tour of the new book before it is even released. The Guide to Dan Brown's The Solomon Key explores the topics likely to be included in Brown's next novel - including the hidden history of Washington, D.C., Freemasonry, and even the Ku Klux Klan - to give you a better understanding of the concepts behind the book. With no spoilers, this is the essential primer for The Solomon Key. Book jacket.",2005.0,2.98,183.0,31.0,The Guide to Dan Brown's The Solomon Key,"9780875168166 The massive success of Dan Brown's The Da Vinci Code has readers eagerly awaiting his next novel, The Solomon Key. Using clues left by Brown in interviews, on his website, and on the cover of The Da Vinci Code, Greg Taylor takes you on an unprecedented tour of the new book before it is even released. The Guide to Dan Brown's The Solomon Key explores the topics likely to be included in Brown's next novel - including the hidden history of Washington, D.C., Freemasonry, and even the Ku Klux Klan - to give you a better understanding of the concepts behind the book. With no spoilers, this is the essential primer for The Solomon Key. Book jacket.",Nonfiction,0.012437122873961926,0.03506223112344742,0.03722364455461502,0.797562837600708,0.03418876603245735,0.10703837871551514,0.9624555110931396
9780875428321,0875428320,Three Books of Occult Philosophy,Heinrich Cornelius Agrippa von Nettesheim,"Body, Mind & Spirit",http://books.google.com/books/content?id=5YjXnoAaYowC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Now you can learn from the original, most important source for magic in the Western world that has ever been published, when you get Agrippa's Three Books of Occult Philosophy. This massive volume was originally published in 1531, and occultists have been drawing on it ever since. Now, Llewellyn is proud to produce the first complete reprint of the original English translation in the last 500 years. Donald Tyson edited this work and removed the hundreds of errors that appeared in the original translation. He also fully annotated the work, to make it understandable--and usable--by people today. ·Discover what the Renaissance scholar knew about astrology, medicine, history, herbs, geography, animals, angels, devils, Witches, charms, the weather, and a host of other subjects ·Gain immediate reference to a vast amount of arcane, but completely annotated, magical material ·Find corrected drawings of seals, sigils, and magic squares, and correctly represented geomantic figures ·Explore the practical Kabbalah, geomancy, the magic squares, the elements, the humors, and the Soul of the World ·Consult the new Biographical dictionary for background on each of the hundreds of writers and historical figures referred to by Agrippa ·Consult the new Geographical Dictionary for data on referenced rivers, mountains, nations, cities--many of which now carry different names. The Three Books of Occult Philosophyis the most complete repository of pagan and Neoplatonic magic ever compiled. This book is packed with material you will not find elsewhere, including copious extracts on magic from obscure or lost works by Pythagoras, Ptolemy, Plato, Aristotle, and many others. Tyson's detailed annotations clarify difficult references and provide origins of quotations, even expanding upon them in many cases, in order to make Agrippa's work more accessible to the modern reader. The Three Books of Occult Philosophy is the ultimate ""how-to"" for magical workings. It describes how to work all manner of divinations and natural and ceremonial magic in such clear and useful detail that it is still the guidefor modern techniques. The extensive new supplementary material makes this wisdom practical for use today. The Three Books of Occult Philosophyis an essential reference tool for all students of the occult. Get your copy today.",1993.0,4.1,1024.0,1212.0,Three Books of Occult Philosophy,"9780875428321 Now you can learn from the original, most important source for magic in the Western world that has ever been published, when you get Agrippa's Three Books of Occult Philosophy. This massive volume was originally published in 1531, and occultists have been drawing on it ever since. Now, Llewellyn is proud to produce the first complete reprint of the original English translation in the last 500 years. Donald Tyson edited this work and removed the hundreds of errors that appeared in the original translation. He also fully annotated the work, to make it understandable--and usable--by people today. ·Discover what the Renaissance scholar knew about astrology, medicine, history, herbs, geography, animals, angels, devils, Witches, charms, the weather, and a host of other subjects ·Gain immediate reference to a vast amount of arcane, but completely annotated, magical material ·Find corrected drawings of seals, sigils, and magic squares, and correctly represented geomantic figures ·Explore the practical Kabbalah, geomancy, the magic squares, the elements, the humors, and the Soul of the World ·Consult the new Biographical dictionary for background on each of the hundreds of writers and historical figures referred to by Agrippa ·Consult the new Geographical Dictionary for data on referenced rivers, mountains, nations, cities--many of which now carry different names. The Three Books of Occult Philosophyis the most complete repository of pagan and Neoplatonic magic ever compiled. This book is packed with material you will not find elsewhere, including copious extracts on magic from obscure or lost works by Pythagoras, Ptolemy, Plato, Aristotle, and many others. Tyson's detailed annotations clarify difficult references and provide origins of quotations, even expanding upon them in many cases, in order to make Agrippa's work more accessible to the modern reader. The Three Books of Occult Philosophy is the ultimate ""how-to"" for magical workings. It describes how to work all manner of divinations and natural and ceremonial magic in such clear and useful detail that it is still the guidefor modern techniques. The extensive new supplementary material makes this wisdom practical for use today. The Three Books of Occult Philosophyis an essential reference tool for all students of the occult. Get your copy today.",Nonfiction,0.034117475152015686,0.11981330811977386,0.2244313359260559,0.5304528474807739,0.051022008061409,0.10704543441534042,0.9705679416656494
9780876851388,0876851383,Mockingbird Wish Me Luck,Charles Bukowski,Fiction,http://books.google.com/books/content?id=RFHGlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mockingbird Wish Me Luck captures glimpses of Charles Bukowski's view on life through his poignant poetry: the pain, the hate, the love, and the beauty. He writes of lechery and pain while finding still being able to find its beauty.",2002.0,4.13,160.0,1769.0,Mockingbird Wish Me Luck,"9780876851388 Mockingbird Wish Me Luck captures glimpses of Charles Bukowski's view on life through his poignant poetry: the pain, the hate, the love, and the beauty. He writes of lechery and pain while finding still being able to find its beauty.",Fiction,0.012814614921808243,0.62162184715271,0.007440832909196615,0.04660457745194435,0.7761909365653992,0.005067610647529364,0.15258951485157013
9780876856833,0876856830,You Get So Alone at Times,Charles Bukowski,Fiction,http://books.google.com/books/content?id=6t3SlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Charles Bukowski examines cats and his childhood in You Get So Alone at Times, a book of poetry that reveals his tender side. He delves into his youth to analyze its repercussions.",2002.0,4.25,320.0,11737.0,You Get So Alone at Times,"9780876856833 Charles Bukowski examines cats and his childhood in You Get So Alone at Times, a book of poetry that reveals his tender side. He delves into his youth to analyze its repercussions.",Fiction,0.021802306175231934,0.16865754127502441,0.006771698594093323,0.24982339143753052,0.5813827514648438,0.008254804648458958,0.7747848033905029
9780877887263,0877887268,The Rock that is Higher,Madeleine L'Engle,Religion,http://books.google.com/books/content?id=Q-8EAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"We are all strangers in a strange land, longing for home, but not quite knowing what or where home is. We glimpse it sometimes in our dreams, or as we turn a corner, and suddenly there is a strange, sweet familiarity that vanishes almost as soon as it comes… –Madeleine L’Engle, from The Rock That Is Higher Story captures our hearts and feeds our imaginations. It reminds us who we are and where we came from. Story gives meaning and direction to our lives as we learn to see it as an affirmation of God’s love and truth–an acknowledgment of our longing for a rock in the midst of life’s wilderness. Drawing upon her own experiences, well-known tales in literature, and selected narratives from Scripture, Madeleine L’Engle gently leads the way into the glorious world of story in The Rock That Is Higher. Here she acknowledges universal human longings and considers how literature, Scripture, personal stories, and life experiences all point us toward our true home.",1993.0,4.13,320.0,457.0,The Rock that is Higher : Story as Truth,"9780877887263 We are all strangers in a strange land, longing for home, but not quite knowing what or where home is. We glimpse it sometimes in our dreams, or as we turn a corner, and suddenly there is a strange, sweet familiarity that vanishes almost as soon as it comes… –Madeleine L’Engle, from The Rock That Is Higher Story captures our hearts and feeds our imaginations. It reminds us who we are and where we came from. Story gives meaning and direction to our lives as we learn to see it as an affirmation of God’s love and truth–an acknowledgment of our longing for a rock in the midst of life’s wilderness. Drawing upon her own experiences, well-known tales in literature, and selected narratives from Scripture, Madeleine L’Engle gently leads the way into the glorious world of story in The Rock That Is Higher. Here she acknowledges universal human longings and considers how literature, Scripture, personal stories, and life experiences all point us toward our true home.",Nonfiction,0.017194751650094986,0.018658816814422607,0.517767071723938,0.61562579870224,0.15573237836360931,0.5495274662971497,0.9561081528663635
9780878937202,087893720X,Essentials of Conservation Biology,Richard B. Primack,Science,http://books.google.com/books/content?id=spaGQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Essentials of Conservation Biology (Fourth Edition) combines theory and basic research to explain the connections between conservation biology and environmental economics, education, ethics, law and the social sciences. It is beautifully illustrated and is written in clear, non-technical language. The book's broad, up-to-date coverage and its extensive bibliography with over 1,000 references also make it invaluable to graduate students and researchers. This new edition now comes with a Glossary.",2006.0,3.89,585.0,36.0,Essentials of Conservation Biology,"9780878937202 Essentials of Conservation Biology (Fourth Edition) combines theory and basic research to explain the connections between conservation biology and environmental economics, education, ethics, law and the social sciences. It is beautifully illustrated and is written in clear, non-technical language. The book's broad, up-to-date coverage and its extensive bibliography with over 1,000 references also make it invaluable to graduate students and researchers. This new edition now comes with a Glossary.",Nonfiction,0.028566516935825348,0.05084751546382904,0.028849700465798378,0.6447168588638306,0.014543330296874046,0.03777278587222099,0.9268748760223389
9780879074494,0879074493,Exercitia Spiritualia,Saint Gertrude (the Great),Religion,http://books.google.com/books/content?id=aehfQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The most scholarly of the remarkable nuns of Helfta composed these meditations, rituals, prayers, instructions on how to pray, chants, hymns, and litanies in the late thirteenth century. Her mastery of poetic prose attests to the level of women's education in the highly cultured abbey she entered as a child of five and never, so far as we know, left even once.",1989.0,3.2,165.0,5.0,Exercitia Spiritualia,"9780879074494 The most scholarly of the remarkable nuns of Helfta composed these meditations, rituals, prayers, instructions on how to pray, chants, hymns, and litanies in the late thirteenth century. Her mastery of poetic prose attests to the level of women's education in the highly cultured abbey she entered as a child of five and never, so far as we know, left even once.",Nonfiction,0.010721428319811821,0.14678601920604706,0.0181441530585289,0.018230056390166283,0.014358148910105228,0.034161292016506195,0.8740825653076172
9780879102784,0879102780,Jean Arthur,John Oller,Biography & Autobiography,http://books.google.com/books/content?id=gdDl4Y38jD4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The luminous star of Mr. Smith Goes to Washington, Shane, and other classic films was, as the subtitle aptly puts it, ""the actress nobody knew."" Jean Arthur (1900-91) kept her personal life private, disdained the Hollywood publicity machine, and was called ""difficult"" because of her perfectionism and remoteness from costars on the movie set. John Oller, a lawyer, tracked down kinsfolk and friends never before interviewed to capture the elusive personality of a free spirit best embodied in her favorite role, Peter Pan. Arthur herself might have appreciated his warm, respectful portrait. ""...[An] insightful, painstakingly researched analysis of Arthur's life and career raises the curtain on the complex, conflicted person behind the screen persona...Captures the special shine of a unique star who turned out to be a genuine eccentric."" -Chicago Tribune",1999.0,3.89,358.0,272.0,Jean Arthur : The Actress Nobody Knew,"9780879102784 The luminous star of Mr. Smith Goes to Washington, Shane, and other classic films was, as the subtitle aptly puts it, ""the actress nobody knew."" Jean Arthur (1900-91) kept her personal life private, disdained the Hollywood publicity machine, and was called ""difficult"" because of her perfectionism and remoteness from costars on the movie set. John Oller, a lawyer, tracked down kinsfolk and friends never before interviewed to capture the elusive personality of a free spirit best embodied in her favorite role, Peter Pan. Arthur herself might have appreciated his warm, respectful portrait. ""...[An] insightful, painstakingly researched analysis of Arthur's life and career raises the curtain on the complex, conflicted person behind the screen persona...Captures the special shine of a unique star who turned out to be a genuine eccentric."" -Chicago Tribune",Nonfiction,0.023988429456949234,0.28175827860832214,0.05593579262495041,0.8066141605377197,0.05232880264520645,0.12064395099878311,0.8898409605026245
9780879232153,0879232153,Hamlet's Mill,Giorgio De Santillana;Hertha von Dechend,Philosophy,http://books.google.com/books/content?id=ql7ATHGee50C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Ever since the Greeks coined the language we commonly use for scientific description, mythology and science have developed separately. But what came before the Greeks? What if we could prove that all myths have one common origin in a celestial cosmology? What if the gods, the places they lived, and what they did are but ciphers for celestial activity, a language for the perpetuation of complex astronomical data? Drawing on scientific data, historical and literary sources, the authors argue that our myths are the remains of a preliterate astronomy, an exacting science whose power and accuracy were suppressed and then forgotten by an emergent Greco-Roman world view. This fascinating book throws into doubt the self-congratulatory assumptions of Western science about the unfolding development and transmission of knowledge. This is a truly seminal and original thesis, a book that should be read by anyone interested in science, myth, and the interactions between the two.",1977.0,4.27,450.0,458.0,Hamlet's Mill : An Essay on Myth and the Frame of Time,"9780879232153 Ever since the Greeks coined the language we commonly use for scientific description, mythology and science have developed separately. But what came before the Greeks? What if we could prove that all myths have one common origin in a celestial cosmology? What if the gods, the places they lived, and what they did are but ciphers for celestial activity, a language for the perpetuation of complex astronomical data? Drawing on scientific data, historical and literary sources, the authors argue that our myths are the remains of a preliterate astronomy, an exacting science whose power and accuracy were suppressed and then forgotten by an emergent Greco-Roman world view. This fascinating book throws into doubt the self-congratulatory assumptions of Western science about the unfolding development and transmission of knowledge. This is a truly seminal and original thesis, a book that should be read by anyone interested in science, myth, and the interactions between the two.",Nonfiction,0.3080608546733856,0.15047232806682587,0.05070751905441284,0.12730197608470917,0.02208574116230011,0.4694567918777466,0.9580522775650024
9780879237516,0879237511,"Life, a User's Manual",Georges Perec,Fiction,http://books.google.com/books/content?id=mOu_ZfwIRJkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Represents an exploration of the relationship between imagination and reality as seen through the eyes of the dying Serge Valene, an inhabitant of a large Parisian apartment block.",1987.0,4.22,581.0,4221.0,"Life, a User's Manual","9780879237516 Represents an exploration of the relationship between imagination and reality as seen through the eyes of the dying Serge Valene, an inhabitant of a large Parisian apartment block.",Fiction,0.01622030884027481,0.1573328971862793,0.0473826564848423,0.014766938984394073,0.013845039531588554,0.09204272925853729,0.6584093570709229
9780879239480,0879239484,Broken Vessels,Andre Dubus,Fiction,http://books.google.com/books/content?id=7G4r5T_rINoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Written between 1977 and 1990, universally acclaimed when they appeared in Godine hardcover, and exploring subjects close to home and close to the bone, these twenty-two diverse essays reveal the spiritual strength and shrewdly lyrical prose for which Andre Dubus has been recognized worldwide.Personal but never indulgent, sensitive but never maudlin, these forays into Dubus's past and present conjure up small worlds: a Catholic boyhood in Cajun Louisiana, the transcendental quality of baseball, the luck and slipperiness of life, the precarious business of making a living by writing. These worlds are presented in a voice that is as powerful as it is poignant, that never flinches from the stark realities that have so colored Dubus's recent past and personal life. Especially moving are his descriptions of his children, his wrenching account of the 1986 automobile accident that cost him his leg, and of the ensuing struggle for his spiritual and physical survival.Broken Vessels is a book that, in its scope and sympathy, its grace and courage, never fails to startle with the sudden impact of quiet truths, passionately felt and powerfully expressed.",1992.0,4.32,195.0,348.0,Broken Vessels,"9780879239480 Written between 1977 and 1990, universally acclaimed when they appeared in Godine hardcover, and exploring subjects close to home and close to the bone, these twenty-two diverse essays reveal the spiritual strength and shrewdly lyrical prose for which Andre Dubus has been recognized worldwide.Personal but never indulgent, sensitive but never maudlin, these forays into Dubus's past and present conjure up small worlds: a Catholic boyhood in Cajun Louisiana, the transcendental quality of baseball, the luck and slipperiness of life, the precarious business of making a living by writing. These worlds are presented in a voice that is as powerful as it is poignant, that never flinches from the stark realities that have so colored Dubus's recent past and personal life. Especially moving are his descriptions of his children, his wrenching account of the 1986 automobile accident that cost him his leg, and of the ensuing struggle for his spiritual and physical survival.Broken Vessels is a book that, in its scope and sympathy, its grace and courage, never fails to startle with the sudden impact of quiet truths, passionately felt and powerfully expressed.",Fiction,0.00967579148709774,0.034899357706308365,0.09497945010662079,0.28387972712516785,0.19038932025432587,0.0194958858191967,0.7281903028488159
9780879697129,0879697121,Bioinformatics,David W. Mount,Science,http://books.google.com/books/content?id=bvY21DGa1OwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"As more species' genomes are sequenced, computational analysis of these data has become increasingly important. The second, entirely updated edition of this widely praised textbook provides a comprehensive and critical examination of the computational methods needed for analyzing DNA, RNA, and protein data, as well as genomes. The book has been rewritten to make it more accessible to a wider audience, including advanced undergraduate and graduate students. New features include chapter guides and explanatory information panels and glossary terms. New chapters in this second edition cover statistical analysis of sequence alignments, computer programming for bioinformatics, and data management and mining. Practically oriented problems at the ends of chapters enhance the value of the book as a teaching resource. The book also serves as an essential reference for professionals in molecular biology, pharmaceutical, and genome laboratories.",2004.0,3.87,692.0,58.0,Bioinformatics : Sequence and Genome Analysis,"9780879697129 As more species' genomes are sequenced, computational analysis of these data has become increasingly important. The second, entirely updated edition of this widely praised textbook provides a comprehensive and critical examination of the computational methods needed for analyzing DNA, RNA, and protein data, as well as genomes. The book has been rewritten to make it more accessible to a wider audience, including advanced undergraduate and graduate students. New features include chapter guides and explanatory information panels and glossary terms. New chapters in this second edition cover statistical analysis of sequence alignments, computer programming for bioinformatics, and data management and mining. Practically oriented problems at the ends of chapters enhance the value of the book as a teaching resource. The book also serves as an essential reference for professionals in molecular biology, pharmaceutical, and genome laboratories.",Nonfiction,0.027789656072854996,0.07370217144489288,0.017841635271906853,0.10475847125053406,0.011203130707144737,0.03236021474003792,0.9516147971153259
9780880014403,0880014407,The Assignation,Joyce Carol Oates,Fiction,http://books.google.com/books/content?id=fokfOwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A woman's lover seems not to recognize her on the street. A teenage girl accepts a ride from a stranger in a rust-speckled Cadillac. An old man is obsessed by the memory of his innocent childhood intrusion on a half-dressed aunt. In forty-four very short, very powerful stories, Joyce Carol Oates fashions brief, intensely compact dramas out of the unwieldy material of human experience. The stories in The Assignation are infused with a ""radiant intensity,"" wrote James Atlas in the New York Times Book Review, and they convey the depth and scope of a novel in a few charged pages. The Assignation is an electric display of the talents that make Joyce Carol Oates one of our finest short story writers.",1996.0,3.81,208.0,332.0,The Assignation,"9780880014403 A woman's lover seems not to recognize her on the street. A teenage girl accepts a ride from a stranger in a rust-speckled Cadillac. An old man is obsessed by the memory of his innocent childhood intrusion on a half-dressed aunt. In forty-four very short, very powerful stories, Joyce Carol Oates fashions brief, intensely compact dramas out of the unwieldy material of human experience. The stories in The Assignation are infused with a ""radiant intensity,"" wrote James Atlas in the New York Times Book Review, and they convey the depth and scope of a novel in a few charged pages. The Assignation is an electric display of the talents that make Joyce Carol Oates one of our finest short story writers.",Fiction,0.0962454080581665,0.941271960735321,0.02178403176367283,0.40291687846183777,0.010297892615199089,0.07220058143138885,0.767137885093689
9780880015080,088001508X,First Love,Joyce Carol Oates,Fiction,http://books.google.com/books/content?id=Wp2vIgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A thirteen-year-old girl moves with her mother to her aunt's house, where she becomes involved in an affair with her aloof, twenty-five-year-old cousin, a seminary student, a liaison that leaves her victimized and confused. Reprint.",1997.0,3.19,86.0,557.0,First Love,"9780880015080 A thirteen-year-old girl moves with her mother to her aunt's house, where she becomes involved in an affair with her aloof, twenty-five-year-old cousin, a seminary student, a liaison that leaves her victimized and confused. Reprint.",Fiction,0.023046361282467842,0.8256859183311462,0.05314777046442032,0.005224503576755524,0.06406722217798233,0.012031695805490017,0.9405640959739685
9780881507195,0881507199,King Arthur Flour Whole Grain Baking,,Cooking,http://books.google.com/books/content?id=nXLcPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A guide to whole grain baking explains how to use a variety of whole grains to create flavorful, sweet, and savory breads, cakes, cookies, pastries, and other baked goods, and features more than four hundred foolproof recipes.",2006.0,4.13,544.0,4704.0,King Arthur Flour Whole Grain Baking : Delicious Recipes Using Nutritious Whole Grains,"9780881507195 A guide to whole grain baking explains how to use a variety of whole grains to create flavorful, sweet, and savory breads, cakes, cookies, pastries, and other baked goods, and features more than four hundred foolproof recipes.",Nonfiction,0.005910628009587526,0.00995907187461853,0.0016306147444993258,0.15787501633167267,0.0020919523667544127,0.01201869361102581,0.8105140328407288
9780881927696,0881927694,A Book of Blue Flowers,R. L. Geneve,Gardening,http://books.google.com/books/content?id=EsbHMAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Perhaps the most uncommon hue in the plant kingdom, the color blue strikes a distinctive note in any garden. In this fascinating book, Robert Geneve provides a wide selection of blue flowers that will help readers expand the range of colors in their gardening palettes.",2006.0,3.83,327.0,0.0,A Book of Blue Flowers,"9780881927696 Perhaps the most uncommon hue in the plant kingdom, the color blue strikes a distinctive note in any garden. In this fascinating book, Robert Geneve provides a wide selection of blue flowers that will help readers expand the range of colors in their gardening palettes.",Nonfiction,0.00957475695759058,0.05933968722820282,0.006798652000725269,0.11839936673641205,0.007824230007827282,0.11118221282958984,0.8043972253799438
9780883689448,0883689448,God's Generals,Roberts Liardon,Biography & Autobiography,http://books.google.com/books/content?id=jzUDAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Recapture God's glory with twelve compelling spiritual biographies of some of the most powerful ministers to ever ignite the fires of revival! Revealing photographs help chronicle the lives of Aimee Sempte McPherson Smith Wigglesworth, Kathryn Kuhlman, William Seymour, and eight others. Draw crucial life applications for yourself from the lives of these mighty warriors.",2003.0,4.45,416.0,1396.0,God's Generals : Why They Succeeded and why Some Failed,"9780883689448 Recapture God's glory with twelve compelling spiritual biographies of some of the most powerful ministers to ever ignite the fires of revival! Revealing photographs help chronicle the lives of Aimee Sempte McPherson Smith Wigglesworth, Kathryn Kuhlman, William Seymour, and eight others. Draw crucial life applications for yourself from the lives of these mighty warriors.",Nonfiction,0.2604120373725891,0.3696666657924652,0.037783585488796234,0.15738116204738617,0.20848558843135834,0.07434986531734467,0.8901102542877197
9780884196488,0884196488,The Bible Cure for Diabetes,Don Colbert,Health & Fitness,http://books.google.com/books/content?id=EGdyyerhYe8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"New Hope for Diabetics! Diabetes is not a hopeless life sentence to deteorating health! The Good News is that you can battle it-and win, for a long, productive life! Are you suffering from diabetes? In this concise, easy-to-read booklet you'll discover a wealth of usable information to help you win the fight over diabetes. Learn biblical secrets on health and the latest medical research on how to break free from the grip of diabetes. This book contains findings that your own doctor may never have told you! warning symptoms you must not ignore how to fight back-and win over diabetes a weight-loss diet you can live with gain important information about the use of natural supplements You want to be healthy. God wants you to be healthy. Now at last here's a source of information that will help you get healthy-body, mind and spirit. About the author: Dr. Don Colbert is a board-certified family practice medical doctor who specializes in nutritional medicine, treating over 17,000 patients. Since 1984, Dr. Colbert has helped thousands of patients regain good health and live pain free after years of suffering. A graduate of Oral Roberts School of Medicine, he has received extensive training in nutritional medicine. As a result, he has founded and developed his own nutritional supplement line, Divine Health Nutritional Products. Dr. Colbert also co-hosts Golden Eagle Network's ""Your Health Matters"" with his wife, Mary. They frequently lead health seminars at home and abroad, the address health and nutrition issues as guests on national talk shows and news broadcasts. Don and Mary make their home in Central Florida.",1999.0,3.84,96.0,20.0,The Bible Cure for Diabetes,"9780884196488 New Hope for Diabetics! Diabetes is not a hopeless life sentence to deteorating health! The Good News is that you can battle it-and win, for a long, productive life! Are you suffering from diabetes? In this concise, easy-to-read booklet you'll discover a wealth of usable information to help you win the fight over diabetes. Learn biblical secrets on health and the latest medical research on how to break free from the grip of diabetes. This book contains findings that your own doctor may never have told you! warning symptoms you must not ignore how to fight back-and win over diabetes a weight-loss diet you can live with gain important information about the use of natural supplements You want to be healthy. God wants you to be healthy. Now at last here's a source of information that will help you get healthy-body, mind and spirit. About the author: Dr. Don Colbert is a board-certified family practice medical doctor who specializes in nutritional medicine, treating over 17,000 patients. Since 1984, Dr. Colbert has helped thousands of patients regain good health and live pain free after years of suffering. A graduate of Oral Roberts School of Medicine, he has received extensive training in nutritional medicine. As a result, he has founded and developed his own nutritional supplement line, Divine Health Nutritional Products. Dr. Colbert also co-hosts Golden Eagle Network's ""Your Health Matters"" with his wife, Mary. They frequently lead health seminars at home and abroad, the address health and nutrition issues as guests on national talk shows and news broadcasts. Don and Mary make their home in Central Florida.",Nonfiction,0.10767343640327454,0.07661181688308716,0.42348137497901917,0.5483778715133667,0.435625821352005,0.6561089158058167,0.9421221017837524
9780886773489,0886773482,Phantoms,Martin Harry Greenberg;Rosalind M. Greenberg,Fiction,,"A collection of tales featuring the Phantom of the Opera, from backstage appearances at the Paris Opera to a rock tour arranged from beyond the grave",1989.0,3.38,270.0,13.0,Phantoms,"9780886773489 A collection of tales featuring the Phantom of the Opera, from backstage appearances at the Paris Opera to a rock tour arranged from beyond the grave",Fiction,0.0039844331331551075,0.0139916418120265,0.061880774796009064,0.2250526249408722,0.11689385771751404,0.14807356894016266,0.43012309074401855
